CExp1,HExp1,CExp2,HExp2,CExp3,HExp3,CExp4,HExp4,CExp5,HExp5
3.7011142,3.612616166,4.0885236,3.989501294,4.1689072,3.798173355,3.627505,4.160834446,4.2674486,4.004464604
3.877183,3.694694346,3.6450568,3.640578247,3.8949052,3.768779914,4.0786983,3.961715451,4.5093761,3.827958272
4.7025512,3.626734507,3.7738394,3.750429606,4.1085862,4.315811415,3.9913198,4.056568045,4.1224076,4.006021575
3.5956038,3.747901429,3.8097619,3.681065352,4.0582975,3.820355647,4.461024,3.912390551,4.0953788,3.939721382
3.7408062,3.975827557,3.8713373,3.824102032,3.933515,3.818316002,4.2854184,3.971947264,4.2608808,4.114463448
5.5518438,4.012041497,4.0228165,3.751198292,3.9248261,3.998382895,3.9033441,3.67748743,4.213884,3.922635286
3.8642509,3.933025031,3.7159008,3.81751898,4.010837,3.721794277,3.9230397,4.241497952,4.1154257,3.701448102
5.4456914,3.595048219,4.0222485,3.918104942,3.9076423,3.856140631,3.8271486,4.335965742,4.3203759,3.9384316
4.0925914,3.758060657,4.1632302,3.902036713,3.7087971,3.905216742,3.6897609,3.549696391,3.9224797,3.822529762
4.969219,4.18771547,3.5620421,3.665604554,4.0181576,3.722415998,3.470562,3.975795439,4.5810738,3.711791775
4.0564767,4.2200707,3.666989,3.652205517,3.8556701,3.932159637,3.4959216,3.496850558,4.537551,3.849825068
4.2261973,3.864279551,3.92398,3.569714805,3.6709745,3.957434804,3.530215,4.299588947,4.4798516,3.900696034
4.2878947,3.802325094,3.8974074,3.913842515,4.1128141,4.072334753,3.9724895,3.780108132,4.8403601,3.82159515
4.8995444,3.855203459,3.9077542,4.083447518,3.8323749,4.109776169,3.9421075,4.046492709,4.6610433,3.939627865
4.1486702,3.457020626,3.8081209,3.770061425,3.8385901,3.858703323,3.8739522,4.488492073,5.0551036,3.773710046
4.7555286,3.773846876,4.0792447,3.946887877,3.7152227,3.961975208,4.2437851,4.401685677,4.3367429,3.925612636
4.2272138,4.09519191,4.2509521,3.821041303,3.9505265,3.866891644,4.2958809,4.440317907,4.2792586,3.935804846
4.1165831,3.677615479,3.6176797,3.827690105,4.1544689,3.599902944,3.2731031,3.689826812,4.3019293,3.662221878
3.2808039,3.645589473,4.271816,3.983667454,4.0975379,3.846650297,4.1478432,4.526181361,4.9901761,3.933726975
5.3196594,4.392285155,3.8135714,3.804171378,4.0530016,3.837515838,4.1192571,4.418518798,4.1729985,3.882930243
4.8960319,3.947788621,4.0831852,3.855936951,3.8456668,3.738245868,4.1681653,3.399104379,4.779311,3.598424003
3.6915471,4.133094139,3.7299066,3.756341899,3.909129,3.803509953,3.661158,3.494013843,4.5769585,3.84650826
4.6298397,3.849698202,4.5508499,3.838515101,3.8976642,3.929267206,4.1896278,3.536228654,4.1739986,3.837069053
3.8271084,3.842414697,4.0370636,3.619223422,4.289669,3.966280565,4.3246303,4.13407401,4.3348291,4.0070548
4.2862285,3.77521903,4.0177878,3.64851185,4.1436092,3.988007692,3.1183736,3.441924733,4.6070175,3.856724287
4.6585974,3.85447816,3.9025317,3.524973178,4.0186521,4.086637711,3.7231733,3.337563853,4.6098222,3.901799525
5.6691112,4.130220046,3.7481235,3.940202787,4.1634099,3.514858602,4.0173564,3.655749032,4.3779947,3.841132754
5.8194146,4.084370641,3.9395576,3.928379199,3.9354317,3.941060363,4.1077645,4.232753929,4.496705,3.776323498
3.9498768,3.823550668,4.3584728,3.832953676,3.992563,4.12790253,3.7686422,3.856183569,4.3073046,3.758902799
4.8643776,3.622689374,3.8762115,4.018383847,4.1093252,3.908470873,3.4875632,4.073187418,4.5307141,3.902540433
4.4285534,3.784213138,4.2065493,4.120192745,3.6861972,3.967437897,3.493855,3.683257964,4.616278,3.733987701
4.1060394,3.808890778,3.9683301,3.94177321,3.8842319,3.856623265,3.6666324,4.048045545,4.6106808,3.691453563
4.5963814,3.368906575,3.5043374,4.319136873,4.0116782,3.585242303,3.7950096,4.179627068,4.3163714,3.729144534
4.107851,3.916432659,3.9596681,4.05338758,3.94783,4.034809245,3.971974,3.734010791,5.1375663,4.119572424
4.3917633,3.869080701,3.7030524,3.874442619,3.8912476,4.118518734,3.8083598,3.93244592,5.1867649,3.774558994
4.1073617,3.699629575,4.1911388,3.682816118,4.0709038,3.874099955,4.1925555,3.623028969,4.1391689,3.89940502
3.7735491,3.551697033,4.1425781,3.579636562,3.9926892,3.985003446,3.8680894,4.365644876,4.8473166,4.025719669
3.4642758,3.938916555,3.9943878,4.00073842,4.0154482,3.703552299,3.8223304,3.580467111,4.5681359,3.818611906
4.930605,4.138511266,3.7668099,3.722078116,3.765769,3.544105797,3.6843518,3.779406791,4.715154,3.830932193
4.4177111,3.405287628,3.7253403,3.856646377,4.1487945,3.580737797,3.920023,4.333649968,4.663133,3.939233635
3.7905605,3.743332761,4.0838227,4.101468117,3.8970174,3.680417378,4.0035668,3.670731365,4.6697429,3.749029911
4.02808,4.247859313,3.8459707,3.768575878,4.0434923,3.664315179,4.0576118,3.965921374,4.4102096,3.73698297
4.6895943,4.234922243,3.6899399,3.845897753,3.9609915,3.807422088,4.0524363,3.954610762,4.4796931,3.59425239
5.152962,3.899087495,3.931882,3.805029967,3.9360326,3.992515586,4.0675592,4.107503784,4.3662634,3.874499808
4.4845908,3.871289277,4.099895,4.137588264,3.9084134,4.065598154,4.5977539,4.124721537,4.8575776,3.70947434
5.3888515,3.580277655,3.8181852,3.651241928,3.9026692,3.827195582,3.8072256,3.489147768,4.9729143,3.702825674
3.7651417,4.0005004,3.9555628,3.650329053,3.7714206,3.810789363,4.0115013,3.873383815,3.9576476,3.73653002
3.9609601,3.753309028,4.1523152,3.750016864,3.7829821,3.432947824,3.8386628,3.951493363,4.2261734,3.690059145
4.0167879,3.504406119,3.4988611,3.753242938,4.0992956,3.588613328,3.2248319,3.69746723,4.39766,3.860430791
4.274966,3.436639128,3.7176608,3.980494864,3.8964077,3.764071756,3.4841425,3.635777899,4.6547245,3.71799861
4.6333716,3.772170364,4.0428419,3.744432682,3.8634161,3.89989334,3.3666674,4.502056838,4.7776101,3.903354663
5.544966,3.809891166,4.1702235,3.811263192,3.867173,3.965549206,3.6888011,4.023954049,5.320891,4.12764647
3.6164838,3.850774875,3.7521164,3.735917372,3.7285969,3.756090932,3.5761581,4.494240694,4.1929237,3.818126679
3.8457753,4.004722553,3.9919525,3.468146464,3.789584,3.627382748,3.7033784,3.899166605,4.3419326,3.95517358
3.8793135,4.039309979,3.6918,3.972216414,4.0282571,3.965247817,3.9002129,4.300886498,4.742119,3.854648498
4.162258,3.743772731,3.9212428,3.764173956,3.8230493,3.748275049,3.7135373,3.860299249,4.1328444,3.965647505
4.8753363,3.609350017,3.9734437,3.78970542,4.0974789,3.951934542,3.9292862,3.548309747,4.6683987,3.83174949
3.5124874,3.509236866,3.8215109,3.5771244,3.6652653,3.617041994,4.1021093,4.362525157,3.8458036,4.004420872
4.6478338,3.852898659,3.9820009,4.052339905,4.2513681,3.932388549,4.1294443,3.587141702,4.1723429,3.988479831
3.9595455,4.077841436,4.5909773,3.328295707,3.9845752,3.533399897,3.6561442,3.990625928,4.3951149,3.717384969
4.3203711,3.63898582,4.0675252,3.823153687,3.8763906,3.706004949,3.9270142,4.084049293,4.4640895,3.621110957
4.5243791,4.162338108,3.9858689,3.808010044,3.7369569,4.023153186,3.912667,4.274701969,5.216916,3.721931298
4.4308806,3.808698999,3.8913372,3.698375974,3.9606715,3.656285907,4.0941261,3.758094469,4.5559671,3.692047091
4.307675,3.285800545,3.8112815,3.755096832,3.7899383,3.565045301,3.6020103,3.65546159,5.1024279,3.870875677
3.6638554,4.093930901,3.960414,3.652376624,3.8190534,3.67659526,3.9490365,3.467020276,4.5910246,4.057693384
4.38027049,3.743209477,3.9140437,3.786885719,3.9324368,3.958958921,3.5318987,4.003130623,4.6181682,3.830945146
4.3537772,4.00712938,3.9557785,3.732578123,3.8773178,3.556320598,4.117618,4.289736486,4.6022669,3.905494037
3.7633157,3.950955099,4.204964,3.99034534,3.9180864,3.717309542,4.1383666,4.459061112,4.9826067,3.692648324
4.2588416,3.221859453,3.8007269,3.714950366,3.8463663,3.806197736,3.8925393,3.391281046,4.5298121,3.664396772
4.6218393,4.61635981,3.9710217,3.700163915,3.8475059,3.705311925,3.2976443,3.773333068,4.385407,3.873602609
4.6197591,4.229289441,3.8445545,3.95302961,3.8417914,3.83502206,4.0840855,4.213399239,4.7246926,3.73964926
5.4947097,3.886596675,4.089981,3.783024421,3.912812,3.778272977,3.8536807,4.10650157,4.5411468,3.862633784
4.692045,4.072429634,4.3698933,3.305460771,3.6218549,3.916174691,3.9276577,3.708095195,4.9115678,3.901961368
4.3444822,3.732679538,4.0088703,4.05866956,4.0871075,3.730403938,3.4792524,3.821529803,4.5936578,3.547441483
4.1155895,3.936107346,3.7939019,3.710003855,4.0206371,3.910281141,4.2479467,4.287874496,4.0403121,3.88192718
4.5074264,4.010457092,4.7332922,3.51727069,3.7907909,3.708009317,4.0547987,3.772734865,4.7831354,3.801872135
4.6392321,3.720586129,3.9583336,3.733434113,3.9703021,3.631294566,3.8752865,3.234449821,4.372834,3.867367268
3.912329,4.070141893,3.7602754,3.845083482,3.8308029,4.000840956,3.4198285,3.818728262,4.3794022,3.890054345
5.5904735,3.997616556,3.9659205,3.559647608,3.7757708,3.839760698,4.0072334,4.144559358,4.2313169,3.750479043
4.500102,3.953121544,3.7716145,3.648079945,3.6999773,3.803124452,3.6045194,4.170119447,4.40353,3.736860458
4.2514828,3.881265244,4.0874164,3.744421703,3.7917668,3.556891898,3.8565776,3.506234549,4.9650751,4.048417085
5.6568954,3.88485702,3.7653993,3.568509922,4.0121413,3.890706361,4.5358908,3.932971224,4.718012,3.646643426
4.9574886,3.983039591,4.0642268,3.974851472,4.022122,3.889812045,3.8313621,3.735119537,4.348158,3.823151229
4.7208875,3.952823585,4.1590152,3.903973734,3.8509865,3.972546104,3.4062615,4.224293554,4.4862298,3.676444335
3.8980488,3.876531598,3.5707018,3.801476458,3.7286987,3.894262824,3.7799846,3.80832416,4.6763365,3.923568145
3.3613805,3.595884682,4.0698124,4.056011127,3.8495554,3.64733001,4.1519253,3.398902861,4.662413,3.859238127
5.1564196,3.949165902,4.243107,4.224188702,3.8592786,3.546640831,3.8602275,3.811754569,4.3539826,3.873229185
3.4567588,3.93679522,4.1091517,3.960327199,3.9443166,4.014002733,3.811372,3.860342996,4.3396266,3.710613636
4.126784,3.904203151,3.7065392,3.900067862,4.0724166,3.94311308,4.0735857,3.80955896,4.6488858,3.805107348
4.92796583,3.327773143,4.3154772,3.663002316,3.913725,3.967944969,3.9448746,3.594841361,4.8822553,3.870720458
4.4421839,3.82835326,3.7347216,3.702336206,3.8700857,3.437364782,4.3005434,4.222841536,4.3823579,3.754523413
4.0042649,3.771758632,4.019055,3.884842113,3.8904958,3.895953749,3.5787451,4.251384483,4.785257,3.79272906
5.2251819,3.804338276,4.0465639,3.738266456,3.8098915,4.002111863,4.0003496,3.460281517,4.6754337,3.973924333
4.3365986,4.405233227,4.0184921,4.119490172,3.6360314,3.756471152,4.5397143,3.153393405,4.5921936,3.860987161
5.4817336,3.999389362,4.1791182,3.753790076,3.7616114,3.926521396,4.083007,4.059209863,4.6698162,3.944968374
4.6611344,3.837907174,4.0759809,3.868987724,3.8216272,3.856852538,3.9369213,3.321802875,5.1987093,3.828712621
4.2814043,4.017952355,3.8622699,4.157056043,4.2031073,4.121632494,3.9049273,4.06711605,4.5903036,3.76724938
5.65841,3.613153466,4.145737,3.711454335,3.7055437,4.129032465,4.4009286,4.332268021,4.1756307,3.815264069
3.364598,4.275626398,4.1963112,3.442640289,3.6256935,3.841984234,4.247092,4.074151875,4.5040921,3.803655319
4.2664401,3.833218689,4.3436537,3.69299981,4.1376222,3.965142682,4.50243,4.704965237,4.8129414,3.879953092
4.1644203,3.940647376,3.7224982,3.861955474,3.9665201,3.726642368,3.6636816,3.557420064,3.966508,3.988752392
4.5811356,4.108967652,4.0814604,3.745509191,4.1622274,4.085198621,3.3881804,2.969005209,4.9681304,3.856054771
4.0118118,4.144753814,4.1167372,3.812681154,3.721122,4.012444577,4.0050669,3.725271235,4.3393085,3.900402983
6.67083714,4.054608481,3.8689979,3.94739066,4.0882147,3.917898188,3.9195569,4.332090864,4.464608,4.133788032
4.2633784,3.521394213,4.1963543,3.692296732,3.6619158,3.757820021,4.101552,3.177778935,4.1957092,3.735565208
5.2484062,4.085240002,4.0317154,3.942503017,3.8312799,4.111584661,3.056555,3.641618087,4.060439,3.869193101
6.1695234,3.87024721,3.713335,3.601932232,3.6759503,3.627991747,4.890785,3.879997299,4.7689995,3.850875904
3.9422398,4.174495654,3.9784631,3.915966259,3.6833625,3.986181426,4.1994987,4.095949384,4.2778053,3.89834225
4.7464386,3.616576086,3.9248993,3.995223012,3.8421935,3.45521992,3.992074,3.241248937,4.4609832,3.921960592
5.1873835,3.770830049,4.1475995,3.76323142,4.3427711,3.623553091,3.587126,4.049831125,4.9537103,3.928598785
4.187645,3.849075345,4.4105318,4.127502431,3.5385961,3.585139228,3.9940531,4.161396942,4.7107373,3.736548229
4.7729989,4.298864237,4.259391,3.450500391,3.9315946,3.89782124,4.0307878,3.392920349,4.4537991,3.969609916
5.0199794,3.830416728,4.4214004,3.726797586,3.9066039,4.181534376,3.809659,3.710190663,5.2924244,3.721909485
4.8492256,3.626655423,3.9288951,3.546185115,4.0209657,3.966689645,4.065164,4.390373961,4.3085478,3.911379735
4.0684564,3.851337544,3.6501934,3.665279688,3.9059183,4.059282182,3.3463349,3.645299805,3.9935762,3.953577234
3.7281328,4.157872699,3.9520542,3.570441312,4.0386079,3.59245543,4.2432179,4.103448616,4.2414844,3.811630771
4.3539261,4.383407439,3.580852,3.884618951,3.9056681,3.620930577,3.5887955,4.322491441,4.3284207,3.74298474
4.0934861,3.613636183,4.085917,4.047169272,4.041105,4.09065731,4.2873392,3.892722629,4.7119058,3.836308404
4.906205,4.243109074,3.782795,3.743833117,3.979256,3.872118621,4.6637709,4.165845636,4.3998,3.793401434
3.5196103,3.965600884,3.811755,3.746991524,3.9046278,4.14261929,3.5449615,3.99343691,5.074803,3.724744782
5.5871142,3.811906733,3.6431382,3.391380001,4.1664558,3.822934019,3.3132334,2.932758081,4.4128064,4.176357926
3.8821186,4.149091226,4.3161135,3.518371409,3.8343968,3.87882106,4.2839916,3.439194868,4.981333,3.806939468
4.6005319,4.10891951,3.7936516,3.7756816,3.7003953,3.709915962,3.7734319,4.014437378,4.2861389,3.730178727
4.1557393,3.866183427,4.3753506,3.801618349,3.9249878,3.927974861,4.1901277,4.141099893,4.3249554,3.809083405
3.5676521,3.961396584,3.9412511,3.663140882,3.9329091,3.938535314,3.6679542,3.664034384,4.3966084,3.823538954
3.7173974,3.57073972,3.9361604,4.000591167,3.8355715,4.039668912,4.438285,3.850654432,4.3508779,3.928704298
4.5393297,3.590483745,4.5062809,3.860825767,3.4151114,3.437135969,3.7857986,4.57890471,4.128718,3.835889228
4.323583,3.933151806,3.805311,3.951945299,4.356131,4.036736284,4.2092091,4.260603609,4.2518579,3.796990819
4.3007957,3.757501821,3.9942479,3.828699296,3.8516554,3.879406309,4.1848621,4.644634282,5.0340584,3.809964069
3.7199543,4.099184946,3.9033055,3.683085881,4.1550192,3.718781839,3.7842866,4.44677014,4.4331028,3.923300292
4.150102,3.861367449,3.826864,4.17474874,4.1353392,3.77016925,4.0432811,3.834254605,4.8403633,3.73295301
5.3123964,3.751618314,4.046796,3.767063906,4.2580766,3.686713578,3.7075758,3.78387829,4.3777399,3.960459994
3.9473722,4.864527118,3.9684988,3.856659862,3.9742129,3.736809798,3.4996784,4.263823757,4.4872787,3.929757763
4.6450269,3.550120197,3.9807308,3.897686142,3.868936,3.640035782,3.7901827,3.541095439,4.2924131,3.951689033
4.9988257,3.82031846,4.1702969,3.883990817,3.7763646,3.764933965,3.2610332,3.85641586,4.0659017,3.916013471
3.7490665,3.927202128,4.0404326,3.600388826,3.7232028,4.009775108,3.6809586,3.753753166,4.3067559,3.962463903
4.7455821,3.810526896,3.8915011,3.867247179,3.847114,3.716652379,3.4303438,3.583647676,4.5194006,3.562729825
4.2879974,3.669056326,3.9760911,3.570443957,3.9343662,4.014800553,3.8267103,3.756972018,4.3070997,3.84687562
4.6616833,4.182665593,3.8449803,3.680608461,4.033005,3.842153717,4.4685774,3.610967564,4.250602,3.918486256
4.3558501,3.911503801,3.3544742,3.890466147,3.769324,3.813369287,4.1740841,3.482564959,4.4320767,3.851363417
4.936016,3.873898775,4.290983,3.730035852,3.954727,3.990774435,4.1930694,3.413724573,4.0054514,3.656119321
4.7921025,3.77171205,4.3308017,3.982058975,3.7083008,3.939910409,3.6995812,3.499045424,4.4852283,3.712445484
4.2726701,4.165390634,3.7998031,3.729030317,3.3893837,3.973295879,4.26372,3.934086003,5.109782,3.892518055
4.447055,4.109421357,3.6870924,3.901935568,4.1560303,3.851471985,4.3214733,3.932573033,5.086033,3.916390325
4.939429,4.167733929,3.9650236,3.657508471,3.7018793,3.781371366,3.8056503,3.870695402,4.0775066,3.695498138
4.5253492,3.490946523,3.8711469,3.845553557,3.7064584,3.804131656,3.7843085,4.491851443,4.836036,3.857625395
4.602047,3.949203588,3.7466852,3.56072268,3.6295654,3.823240864,3.6007704,4.093851527,4.3584967,3.839941576
4.9745001,3.888224888,3.731331,3.518094183,3.8220189,3.913580214,4.002871,3.763709664,4.9177857,3.728814956
3.8889075,3.387734569,3.8664547,3.50517033,4.1635896,3.743347224,3.6297954,3.977881642,4.9353686,3.877419253
4.211174,4.02443541,4.3244077,3.81901901,3.9707646,3.619589252,3.6288297,4.115793195,4.1879876,3.846108477
4.5628221,3.699115486,4.1205763,3.946190483,4.3043979,3.793183266,3.5095369,4.165421831,4.6211266,3.730900221
6.766602,3.753369285,4.04994,3.701823427,3.8383372,3.838676938,3.9214829,3.729600555,5.0360112,4.062940372
4.7252536,3.833752488,3.7106564,3.474810707,4.0690902,3.781946534,3.5857819,3.735135879,4.7413566,3.911573756
4.8620888,3.78502902,4.147768,3.800818032,3.9365949,3.890672455,3.6617027,2.963973919,4.3413912,3.695618034
5.0967783,4.033881639,3.9703849,3.66650278,4.1915901,4.09275815,3.4990278,3.994025725,4.9277006,3.882180203
5.3738974,3.989466097,4.1795719,3.817216695,4.0287289,4.122082905,4.1241721,4.043110405,4.1671281,3.878149712
4.6814323,3.731304822,4.2859101,3.923429128,4.1535284,3.877866453,4.0501609,4.376049763,4.1734491,3.738632513
3.8470444,4.056653176,3.8436242,4.013843257,3.6415116,4.127713521,3.4985148,4.017339463,4.176348,3.92503308
4.7899921,3.98368914,3.8920632,3.993703543,4.1550004,4.095458338,3.6766048,3.425569517,4.3900851,3.837784912
4.1107425,3.592212692,3.8286603,3.89744104,4.307565,3.770099317,3.9940333,3.955003334,4.5379941,4.114055567
4.0380393,3.74358164,4.3854754,4.079070273,4.0676455,3.648125072,3.8742534,4.037667849,5.031352,3.907409281
5.2270517,3.448022818,4.278744,3.91661396,3.5769699,4.21934421,4.0072354,3.685861903,4.226491,3.812106232
5.349956,3.695017424,3.7660615,3.899836616,3.7393714,3.775245712,3.8006161,4.263821503,4.5895653,3.798750348
4.7270351,3.844374497,4.277772,3.774080121,4.0141801,3.817681489,3.3978136,4.168917768,4.472121,3.927130788
4.6356182,3.383480456,4.1951372,3.328370435,3.8067336,3.961918646,4.1078225,3.273998791,4.5053356,3.799378223
4.2239847,4.317164098,4.2838582,3.544281942,3.7582211,4.010109547,3.697677,3.42806944,3.9001638,3.85052566
3.7279626,4.156880368,4.0103402,3.702023977,3.9478593,3.698085687,4.0226473,3.541264316,4.6811041,3.925234505
4.2431667,3.625710456,4.0235703,3.904388076,3.8027718,3.768656795,4.1709378,3.641266917,4.7073086,3.829031527
4.663971,3.641220078,4.0723069,3.821177261,3.8887062,3.726274668,3.6661038,3.699422747,4.3145325,3.908677622
5.555642,3.730780321,3.9876391,3.969530288,4.2380833,3.717255472,3.8127664,3.824997291,4.574463,3.88004223
5.1345861,3.85076094,3.8311602,3.964270234,4.0044733,3.543853738,4.0488581,4.325667199,4.2698797,3.8430377
4.3424008,3.905830182,4.1157526,4.0001541,4.263657,4.035829306,4.1051693,3.987741218,4.4425475,3.842637295
5.3876087,4.193372262,4.1008838,3.904916465,3.4809894,4.080158552,4.5864645,3.773105109,4.8518764,3.6717904
5.0531065,4.445329525,3.6896327,3.890678151,3.7685456,3.909706981,4.5491817,4.291500061,4.1520141,3.969298226
4.8618307,4.049670152,3.9815155,4.151846953,3.8528636,3.857646313,4.3983203,3.929768695,4.4471187,3.738724662
3.6973695,3.827280748,3.9152281,3.481521388,3.7974328,4.001030169,4.5478868,4.145026001,4.091686,4.024299077
4.570284,3.775290053,4.0417539,3.570834997,3.8463889,3.880065432,3.7156155,3.794634086,4.841743,3.962910297
4.0757353,3.8123566,3.8481038,3.551839373,3.8225341,3.777137051,3.9553434,4.294047854,4.6517603,3.67956222
5.055416,3.778691655,4.342693,3.635239599,4.2384206,3.838910003,3.7220828,3.931232575,4.8250018,4.014112283
4.9627311,3.755715016,4.0729702,3.582836919,3.8985398,3.773687645,4.2281963,3.690804716,4.0256379,3.807374452
4.1282291,4.259238305,4.047372,3.93560982,3.7268381,3.718943396,3.8753732,3.766550062,4.56635,4.014263118
5.0391778,3.698566209,4.0664275,4.049981547,3.8926913,4.16977726,3.8861065,3.605269728,4.3405574,4.020446399
4.0084501,3.918473081,3.7733518,3.659588797,3.8477896,4.08257485,4.3262897,3.921677979,4.0932017,3.743192264
4.0351461,3.592528178,3.9248181,3.68937408,3.9101487,3.988620648,3.9724309,3.903145291,4.808857,3.843142281
4.699083,4.071649859,4.4095798,3.548124283,3.749104,3.968330648,4.1763187,3.911594838,4.7656265,3.880687813
5.1567838,3.885207297,3.8633289,3.827128502,3.7687087,3.766427926,4.4111699,3.929911616,4.057769,4.027368171
4.1697803,3.853711972,4.0641496,4.230920391,3.9433171,4.094382056,3.9086437,4.405006263,4.3879816,3.983983845
4.4966141,3.38398238,3.5342563,3.62518524,4.1651354,3.898340922,3.9500599,3.730462564,4.6569552,4.008823034
3.5694639,3.960775508,3.5334462,4.230869181,3.7301531,3.929667134,3.873932,4.043466976,4.4654141,3.827446725
4.128481,3.952888082,3.9038852,3.885560533,3.8301728,3.906763444,4.0980514,3.968651124,4.4665814,3.765186212
4.7990204,3.530671539,3.632585,3.513100948,3.9264491,3.942042959,3.5167239,3.841359189,4.1907093,3.785944054
4.4028693,4.011533549,4.1334129,3.555741078,4.0799937,4.038536019,3.9834671,3.33492946,4.5658721,3.721276993
4.8840327,3.584333087,4.1593728,3.948685745,3.9150716,3.62493774,4.2224711,3.559876021,4.8762887,3.819638821
4.5945305,4.123403915,3.5915722,3.811516719,3.7550671,3.974910165,3.9627439,3.801520655,5.1580232,3.734081883
4.3696549,3.697094158,3.8992745,4.185685922,3.8959029,3.822215389,3.8702938,4.094772899,4.389229,3.934796576
4.7484846,3.293800645,4.325137,3.890010317,3.9997711,3.944913648,4.0066701,4.16954921,4.8645556,3.700231041
4.195774,3.953597906,3.9388543,3.900358163,3.9575265,3.687080027,3.8140739,3.60917898,4.5667963,3.947130551
4.774387,3.452656217,3.8923382,3.60586946,3.9748039,3.929187749,3.8940028,3.892664369,4.4079387,3.579400411
4.375335,3.825782014,3.6927052,3.574944305,3.8635401,3.659126542,4.5155632,4.055322969,4.2890292,3.724155132
4.0982317,3.629051931,3.7854791,3.768048963,3.9384752,3.737780862,4.4157358,3.906259775,4.1804988,3.626155417
